Transaction Date and Time,Transaction Amount,Cardholder Name,Merchant Name,Transaction Source,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,Previous Transactions,IP Address,Device Information,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,outlier_flag
31-03-2023,3119.48,Myra Choudhry,Chowdhury-Ghosh,Online,5724.0,Aurangabad,INR,MasterCard,01-12-2026,,220.212.130.110,Desktop,,,,,,,,0
29-12-2021,79.71,Vidur Upadhyay,Arya PLC,In-Person,6791.0,Mysore,EUR,American Express,01-07-2031,,214.190.111.35,Mobile,,,,,,,,0
05-11-2022,2841.49,Myra Chaudhari,"Gara, Bhattacharyya and Kapur",Online,9488.0,Nandyal,USD,Visa,01-04-2025,1,193.39.192.16,Desktop,,,,,,,,0
17-06-2021,158.85,Onkar Buch,Bandi-Savant,In-Person,7550.0,Ballia,EUR,Visa,01-08-2028,2,125.189.227.63,Desktop,,,,,,,,0
21-05-2020,329.65,Ira Chaudhry,Kapoor-Venkatesh,In-Person,2594.0,Udupi,USD,MasterCard,01-08-2030,3 or more,216.241.171.11,Tablet,,,,,,,,0
20-01-2023,4765.7,Priyansh Sahota,"Sachar, Dube and Goda",In-Person,2470.0,Kharagpur,INR,Visa,01-05-2033,2,203.217.249.252,Tablet,,,,,,,,0
05-04-2023,3060.05,Anika Brahmbhatt,Halder Ltd,In-Person,2814.0,Hubli–Dharwad,EUR,MasterCard,01-11-2029,3 or more,184.149.3.153,Mobile,,,,,,,,0
21-02-2021,409.12,Pihu Kumar,Sagar and Sons,Online,9453.0,Bettiah,INR,American Express,01-11-2023,1,162.243.96.228,Mobile,,,,,,,,0
16-02-2020,2626.16,Priyansh Kanda,Mall-Char,In-Person,6568.0,Bokaro,EUR,Visa,01-11-2029,2,172.189.171.79,Mobile,,,,,,,,0
16-11-2021,761.04,Kimaya Bhattacharyya,"Som, Hari and Sankar",In-Person,4550.0,Bareilly,INR,Visa,01-12-2023,1,217.138.89.157,Mobile,,,,,,,,0
20-04-2022,4576.97,Miraan Chahal,"Lala, Khalsa and Gaba",In-Person,2781.0,Dehri,INR,American Express,01-10-2027,,155.189.140.98,Tablet,,,,,,,,0
30-10-2022,4911.28,Mohanlal Ramanathan,Balakrishnan Inc,In-Person,6807.0,Bidar,INR,MasterCard,01-06-2030,2,223.252.8.63,Mobile,,,,,,,,0
04-04-2023,839.98,Urvi Karpe,Banik Group,Online,6137.0,Karnal,EUR,MasterCard,01-10-2031,,195.56.40.35,Desktop,,,,,,,,0
03-05-2020,316.69,Myra Kamdar,"Raman, Subramanian and Arya",Online,9611.0,Firozabad,USD,Visa,01-11-2025,1,214.114.253.24,Desktop,,,,,,,,0
13-04-2021,1808.56,Renee Ghose,Korpal-Dhawan,Online,3560.0,Srikakulam,EUR,MasterCard,01-04-2032,2,81.103.101.62,Desktop,,,,,,,,0
24-11-2022,193.03,Hiran Sule,"Sahota, Dutta and Mani",Online,1689.0,Hospet,INR,Visa,01-03-2026,1,66.103.175.144,Tablet,,,,,,,,0
18-09-2022,4985.57,Ayesha Krish,"Sen, Sen and Loke",In-Person,7905.0,Alappuzha,EUR,American Express,01-11-2026,1,193.149.110.193,Mobile,,,,,,,,0
08-01-2023,3072.82,Anya Sanghvi,Majumdar-Contractor,Online,2878.0,Sambhal,INR,American Express,01-06-2024,,159.130.206.254,Desktop,,,,,,,,0
26-09-2021,2211.87,Armaan Contractor,"Chaudry, Sha and Kapur",In-Person,7781.0,Bangalore,EUR,MasterCard,01-12-2031,3 or more,159.40.98.132,Mobile,,,,,,,,0
28-04-2021,4650.87,Rohan Jayaraman,Gour-Upadhyay,Online,1814.0,Nandyal,EUR,American Express,01-06-2025,1,113.26.151.126,Desktop,,,,,,,,0
16-06-2023,1289.37,Ranbir Saxena,Khalsa-Raja,In-Person,5082.0,Khora ,USD,American Express,01-12-2026,2,180.169.99.38,Mobile,,,,,,,,0
24-01-2023,396.19,Rati Ramesh,Krishnamurthy LLC,In-Person,5555.0,Tiruchirappalli,INR,American Express,01-03-2028,1,40.118.1.176,Desktop,,,,,,,,0
03-09-2023,3629.67,Damini Mahajan,Choudhary-Kara,In-Person,5328.0,Kavali,USD,MasterCard,01-06-2030,,60.28.206.131,Desktop,,,,,,,,0
13-03-2022,1508.18,Hunar Chokshi,"Gaba, Venkataraman and Wadhwa",Online,2898.0,Malegaon,EUR,MasterCard,01-08-2024,1,143.92.238.65,Mobile,,,,,,,,0
22-11-2022,4288.78,Riya Saran,"Singhal, Rajagopalan and Krishna",In-Person,8444.0,Munger,USD,MasterCard,01-07-2032,,195.178.174.103,Desktop,,,,,,,,0
09-05-2023,3830.63,Charvi Banik,Kibe LLC,In-Person,2813.0,Hapur,EUR,American Express,01-08-2033,1,18.18.80.132,Tablet,,,,,,,,0
08-03-2023,753.86,Arnav Koshy,"Reddy, Bail and Datta",In-Person,1829.0,Rohtak,USD,MasterCard,01-11-2030,,62.83.19.71,Desktop,,,,,,,,0
12-09-2023,1454.48,Onkar Sami,Bera-Bora,In-Person,2644.0,Kolkata,USD,Visa,01-03-2025,3 or more,167.21.189.222,Tablet,,,,,,,,0
17-08-2023,801.82,Aaina Amble,Bahl-Ganguly,Online,5530.0,Pune,USD,Visa,01-08-2027,3 or more,138.110.56.178,Desktop,,,,,,,,0
09-07-2023,4645.6,Madhup Sarkar,"Bhatia, Vig and Solanki",In-Person,8651.0,Serampore,INR,American Express,01-09-2032,1,159.198.166.252,Desktop,,,,,,,,0
16-01-2020,236.27,Akarsh Kala,Koshy-Shah,Online,9728.0,Thane,EUR,MasterCard,01-08-2026,3 or more,212.165.148.132,Tablet,,,,,,,,0
22-08-2023,2200.69,Shamik Loyal,Balasubramanian-Gokhale,In-Person,9079.0,Patiala,USD,MasterCard,01-09-2033,1,133.163.4.188,Desktop,,,,,,,,0
15-04-2021,1334.67,Advik Chowdhury,"Golla, Badal and Comar",In-Person,7763.0,Kollam,USD,MasterCard,01-05-2026,,72.29.253.19,Desktop,,,,,,,,0
13-04-2020,3049.15,Anaya Sha,Badal-Babu,Online,3370.0,Guna,USD,American Express,01-09-2029,3 or more,119.249.40.130,Tablet,,,,,,,,0
09-06-2020,3603.95,Gokul Dutt,Kunda-Bhardwaj,Online,6745.0,Gangtok,EUR,American Express,01-03-2030,1,166.85.202.110,Desktop,,,,,,,,0
10-06-2021,3618.44,Divyansh Cherian,Grover Inc,Online,1349.0,Junagadh,EUR,MasterCard,01-06-2033,,215.98.170.148,Tablet,,,,,,,,0
11-02-2021,4541.45,Nayantara Bhavsar,"Bawa, Barman and Som",Online,6549.0,Kadapa,EUR,Visa,01-10-2026,,211.251.20.39,Tablet,,,,,,,,0
21-10-2022,3737.84,Farhan Raman,Setty-Gole,In-Person,4840.0,Etawah,EUR,Visa,01-09-2029,,216.67.197.176,Mobile,,,,,,,,0
09-04-2023,454.72,Madhup Arora,"Lanka, Tank and Barad",In-Person,9641.0,Vijayanagaram,USD,Visa,01-04-2025,3 or more,166.201.229.89,Mobile,,,,,,,,0
25-02-2022,1793.26,Kiaan Chhabra,"Ratti, Saha and Wable",Online,6521.0,Guntakal,INR,American Express,01-07-2032,2,144.218.54.52,Mobile,,,,,,,,0
17-08-2023,1910.55,Emir Varty,"Rout, Johal and Rama",In-Person,1948.0,Noida,INR,American Express,01-12-2023,,104.26.138.161,Tablet,,,,,,,,0
22-01-2021,963.63,Inaaya  Garg,"Gara, Som and Basak",Online,8770.0,Bhatpara,USD,American Express,01-02-2028,2,135.143.137.4,Desktop,,,,,,,,0
13-04-2023,2359.92,Indrajit Gokhale,"Rama, Dixit and Sankaran",Online,5818.0,Maheshtala,EUR,American Express,01-10-2025,1,122.204.221.3,Desktop,,,,,,,,0
02-03-2021,3581.55,Ishaan Mann,Raja and Sons,Online,4324.0,Berhampur,EUR,American Express,01-02-2033,3 or more,154.137.129.131,Tablet,,,,,,,,0
25-08-2023,2447.35,Ayesha Sethi,Batta Ltd,In-Person,3146.0,Kadapa,INR,MasterCard,01-03-2028,2,211.133.182.27,Desktop,,,,,,,,0
27-01-2022,4985.47,Saanvi Rastogi,"Sani, Varughese and Sunder",Online,9824.0,Hapur,INR,MasterCard,01-03-2024,3 or more,204.63.9.247,Desktop,,,,,,,,0
17-04-2023,3023.9,Amani Verma,Varughese-Shenoy,In-Person,5368.0,Amravati,USD,Visa,01-04-2024,3 or more,184.168.21.241,Tablet,,,,,,,,0
26-09-2023,4783.38,Yakshit Singhal,Badami LLC,In-Person,6917.0,Adoni,EUR,Visa,01-11-2031,,179.66.79.201,Mobile,,,,,,,,0
06-03-2023,1.73,Shamik Kumer,Kari and Sons,In-Person,3662.0,Dharmavaram,EUR,Visa,01-06-2024,,60.204.152.11,Tablet,,,,,,,,0
14-03-2021,1251.74,Saira Mannan,Sethi-Sekhon,In-Person,1575.0,Sangli-Miraj & Kupwad,EUR,American Express,01-06-2024,3 or more,145.182.3.29,Desktop,,,,,,,,0
05-04-2021,58.59,Inaaya  Gour,Khanna-Dugar,In-Person,7775.0,Coimbatore,INR,American Express,01-12-2024,1,91.190.246.239,Desktop,,,,,,,,0
05-11-2020,1071.9,Ira Hayer,Ratti-Agate,In-Person,9142.0,Morbi,INR,MasterCard,01-07-2033,,214.7.246.193,Tablet,,,,,,,,0
25-09-2021,1335.21,Purab Chacko,Doshi-Vyas,Online,4902.0,Amravati,INR,MasterCard,01-04-2030,,23.240.19.178,Mobile,,,,,,,,0
13-12-2021,1809.36,Aarna Majumdar,Amble-Mall,In-Person,2161.0,Panchkula,EUR,MasterCard,01-06-2031,2,87.204.97.44,Tablet,,,,,,,,0
07-04-2021,2007.97,Stuvan Gade,Tailor-Solanki,In-Person,6462.0,Jalna,EUR,Visa,01-03-2028,1,69.115.242.78,Mobile,,,,,,,,0
11-11-2022,3237.29,Shanaya Malhotra,Dubey Group,Online,6025.0,Sangli-Miraj & Kupwad,INR,Visa,01-08-2033,3 or more,201.46.121.178,Tablet,,,,,,,,0
16-08-2022,712.44,Divij Iyer,Chauhan LLC,Online,2511.0,Maheshtala,INR,American Express,01-05-2033,,141.76.204.129,Tablet,,,,,,,,0
05-09-2020,3075.03,Miraya Gera,"Jain, Dutt and Bawa",Online,5535.0,Bally,USD,American Express,01-07-2032,2,24.145.193.134,Desktop,,,,,,,,0
13-07-2021,1509.16,Ivana Kapoor,Roy-Devi,In-Person,4066.0,Kolkata,EUR,Visa,01-02-2028,1,144.190.189.31,Desktop,,,,,,,,0
28-09-2023,2641.0,Yuvaan Manne,"Arora, Kalita and Saha",In-Person,4622.0,Bhagalpur,USD,American Express,01-07-2025,3 or more,88.169.145.162,Desktop,,,,,,,,0
20-11-2021,2310.71,Indranil Ranganathan,"Bandi, Vasa and Loke",Online,8592.0,Kishanganj,EUR,Visa,01-08-2030,2,140.131.12.162,Mobile,,,,,,,,0
18-02-2023,1721.63,Lagan Manda,Sehgal-Sem,Online,1610.0,Coimbatore,EUR,MasterCard,01-08-2032,1,220.163.125.55,Tablet,,,,,,,,0
14-04-2023,1802.52,Drishya Shetty,Batta Inc,In-Person,1365.0,Allahabad,INR,MasterCard,01-02-2031,1,177.54.201.160,Tablet,,,,,,,,0
17-08-2023,1032.85,Drishya Chaudhary,Sankar-Chauhan,Online,9816.0,Tenali,INR,MasterCard,01-05-2027,1,182.28.228.14,Tablet,,,,,,,,0
16-06-2023,4018.9,Nayantara Rama,"Grover, Bhatnagar and Sankar",In-Person,9499.0,Nashik,EUR,MasterCard,01-11-2031,,167.89.96.146,Desktop,,,,,,,,0
17-08-2023,4736.28,Nakul Wali,Ahluwalia-Sura,In-Person,9472.0,Berhampore,INR,MasterCard,01-05-2025,2,213.26.56.148,Desktop,,,,,,,,0
06-01-2020,4829.63,Yuvaan Dhawan,"Dugal, Tripathi and Gara",Online,1056.0,Delhi,INR,American Express,01-04-2033,2,51.217.19.113,Tablet,,,,,,,,0
04-09-2023,3450.95,Lakshay Bakshi,Saran-Issac,Online,2695.0,Bikaner,INR,MasterCard,01-11-2030,3 or more,138.120.156.39,Desktop,,,,,,,,0
03-12-2020,1663.79,Aaina Babu,Chandra Inc,Online,7532.0,Tirunelveli,INR,American Express,01-06-2033,2,217.244.150.90,Mobile,,,,,,,,0
01-05-2020,2165.7,Prisha Kala,Shetty-Sarma,In-Person,8038.0,Kalyan-Dombivli,INR,Visa,01-07-2031,1,187.97.229.105,Desktop,,,,,,,,0
02-03-2021,1192.09,Nitya Choudhury,"Banerjee, Goswami and Chauhan",In-Person,3133.0,Tenali,INR,American Express,01-05-2029,3 or more,148.18.140.94,Tablet,,,,,,,,0
05-09-2021,2563.94,Nitya Bhat,Ramaswamy-Gandhi,In-Person,7355.0,Loni,INR,MasterCard,01-10-2024,3 or more,189.70.126.164,Tablet,,,,,,,,0
13-09-2023,3793.77,Divit Bhatt,Sengupta Group,In-Person,6587.0,Sasaram,EUR,Visa,01-12-2028,2,207.41.172.232,Tablet,,,,,,,,0
23-08-2022,767.47,Lakshay Dar,Bir Inc,In-Person,7746.0,Bareilly,INR,Visa,01-10-2029,,78.94.132.140,Desktop,,,,,,,,0
16-11-2022,970.27,Gatik Thaker,"Acharya, Gade and Gole",Online,5263.0,Durg,EUR,American Express,01-06-2027,3 or more,170.23.99.171,Desktop,,,,,,,,0
08-07-2022,3073.27,Nehmat Zacharia,Mammen LLC,Online,3238.0,Raichur,EUR,American Express,01-12-2031,3 or more,194.123.27.219,Mobile,,,,,,,,0
16-09-2023,2957.64,Ishita Sahni,Dar Group,Online,9375.0,Ichalkaranji,USD,MasterCard,01-09-2032,2,216.116.47.250,Desktop,,,,,,,,0
28-03-2021,2791.89,Nirvi Loke,"Sangha, Shroff and Sandal",Online,9785.0,Alwar,EUR,American Express,01-07-2025,3 or more,198.105.135.190,Mobile,,,,,,,,0
30-05-2020,224.0,Diya Sur,"Suri, Rajagopal and Basu",Online,9814.0,Ratlam,EUR,MasterCard,01-09-2024,1,6.88.191.202,Mobile,,,,,,,,0
08-01-2020,4703.78,Armaan Mane,"Bali, Brahmbhatt and Mallick",In-Person,7734.0,Kolhapur,INR,American Express,01-06-2028,1,120.180.205.181,Desktop,,,,,,,,0
19-05-2023,4139.41,Elakshi Sabharwal,Dasgupta-Dugal,In-Person,3421.0,Tinsukia,USD,Visa,01-07-2026,3 or more,166.220.138.151,Mobile,,,,,,,,0
15-01-2021,1592.71,Lavanya Chanda,"Sem, Bawa and Dua",In-Person,5382.0,Bathinda,EUR,Visa,01-07-2024,2,219.207.103.253,Tablet,,,,,,,,0
04-03-2021,2435.34,Arnav Sen,Agrawal-Wason,Online,5158.0,Bhimavaram,EUR,MasterCard,01-02-2024,2,222.64.104.73,Desktop,,,,,,,,0
13-03-2023,625.73,Sumer Iyengar,"Bansal, Sami and Kumer",Online,7767.0,Jammu,INR,American Express,01-02-2027,1,33.186.64.73,Tablet,,,,,,,,0
13-08-2020,1378.65,Parinaaz Babu,"Kashyap, Hayer and Bhargava",Online,3516.0,Jhansi,USD,MasterCard,01-04-2025,,192.174.46.98,Mobile,,,,,,,,0
30-01-2022,1964.31,Anika Kata,"Vala, Rajagopal and Chhabra",Online,3500.0,Suryapet,EUR,MasterCard,01-10-2027,1,18.23.73.108,Mobile,,,,,,,,0
01-05-2022,2516.13,Anvi Srinivas,Golla-Srivastava,Online,1240.0,Proddatur,USD,MasterCard,01-12-2028,1,153.109.254.244,Desktop,,,,,,,,0
22-01-2023,2058.35,Gatik Thaker,Sahni Ltd,Online,5829.0,Varanasi,INR,American Express,01-08-2026,,165.23.183.245,Tablet,,,,,,,,0
24-02-2022,1582.93,Saksham Bawa,Tripathi Group,Online,9667.0,Amritsar,INR,MasterCard,01-05-2027,2,35.235.41.210,Desktop,,,,,,,,0
14-03-2020,4973.16,Miraan Jani,Shroff PLC,Online,3917.0,Rajpur Sonarpur,USD,Visa,01-01-2026,2,217.143.235.109,Tablet,,,,,,,,0
22-07-2020,3551.68,Nehmat Sharaf,"Gade, Roy and Balasubramanian",In-Person,7939.0,Khammam,USD,American Express,01-02-2026,3 or more,161.167.92.124,Tablet,,,,,,,,0
20-11-2021,2860.58,Jivin Sanghvi,"Sawhney, Khosla and Dhar",Online,4126.0,Allahabad,USD,Visa,01-11-2027,2,189.144.247.188,Desktop,,,,,,,,0
25-07-2023,4608.68,Alisha Mani,Gala LLC,Online,5807.0,Ludhiana,INR,Visa,01-09-2029,3 or more,152.244.56.157,Tablet,,,,,,,,0
16-08-2021,2716.93,Lakshit Krishnan,Chaudhari-Chaudhari,Online,3492.0,Chandigarh,EUR,Visa,01-10-2029,,63.43.17.66,Tablet,,,,,,,,0
27-10-2022,2677.18,Azad Bali,Koshy-Saxena,In-Person,8625.0,Hyderabad,USD,American Express,01-06-2024,3 or more,167.233.232.238,Desktop,,,,,,,,0
21-02-2020,832.95,Madhav Kapadia,Butala-Mandal,In-Person,2321.0,Amroha,INR,American Express,01-06-2029,3 or more,116.192.32.80,Mobile,,,,,,,,0
16-09-2022,4657.43,Amira Mannan,Madan Ltd,In-Person,5065.0,Mira-Bhayandar,INR,Visa,01-01-2025,1,107.239.55.136,Mobile,,,,,,,,0
18-12-2021,3711.06,Reyansh Sant,Jhaveri Inc,Online,2523.0,Chittoor,INR,American Express,01-11-2031,1,129.147.151.132,Mobile,,,,,,,,0
26-01-2021,157.67,Diya Bava,"Chander, Ben and Zachariah",In-Person,3408.0,Guwahati,INR,MasterCard,01-07-2029,,178.76.33.114,Tablet,,,,,,,,0
02-12-2021,217.36,Tanya Brar,"Varty, Bora and Shetty",In-Person,2150.0,Amroha,EUR,American Express,01-06-2032,1,207.217.218.72,Desktop,,,,,,,,0
07-06-2023,2313.04,Hrishita Randhawa,Rana-Sanghvi,Online,6890.0,Delhi,INR,Visa,01-08-2024,3 or more,137.140.136.79,Desktop,,,,,,,,0
13-06-2021,4957.54,Hiran Bahl,Dara Inc,Online,5196.0,Satna,INR,American Express,01-08-2030,1,135.246.156.193,Desktop,,,,,,,,0
19-08-2021,2210.17,Seher Sanghvi,Venkatesh Inc,In-Person,1330.0,Anantapur,USD,MasterCard,01-08-2030,1,188.38.111.74,Desktop,,,,,,,,0
18-09-2022,3742.78,Kimaya Ghose,Saxena-Ganesh,In-Person,9604.0,Guntakal,USD,Visa,01-04-2024,,220.184.130.207,Mobile,,,,,,,,0
01-02-2022,1947.47,Siya Gola,Shenoy Ltd,Online,4924.0,Kalyan-Dombivli,EUR,American Express,01-08-2030,1,164.137.74.190,Desktop,,,,,,,,0
12-09-2023,4938.86,Priyansh Shukla,"Krishnamurthy, Arora and Yogi",In-Person,5185.0,Khora ,EUR,Visa,01-02-2026,,137.183.57.229,Tablet,,,,,,,,0
07-03-2021,273.5,Hrishita Dhar,Balan PLC,In-Person,9983.0,Adoni,INR,Visa,01-02-2031,1,221.163.25.213,Desktop,,,,,,,,0
12-12-2020,1818.33,Himmat Tara,Atwal Ltd,Online,1832.0,Naihati,INR,American Express,01-01-2033,1,223.91.229.33,Tablet,,,,,,,,0
26-08-2021,2280.73,Reyansh Atwal,Bhakta-Trivedi,In-Person,7712.0,Jorhat,USD,MasterCard,01-12-2023,,223.128.133.91,Mobile,,,,,,,,0
09-01-2023,1480.45,Ela Singhal,"Handa, Setty and Konda",Online,1789.0,Loni,EUR,Visa,01-08-2027,3 or more,46.48.84.25,Tablet,,,,,,,,0
25-03-2020,801.64,Nitara Soman,Chanda-De,Online,3424.0,Shimla,INR,American Express,01-12-2026,2,133.190.6.223,Mobile,,,,,,,,0
04-06-2022,11.77,Sara Ghose,Hari LLC,Online,3713.0,Amaravati,EUR,MasterCard,01-11-2023,1,116.142.112.116,Desktop,,,,,,,,0
03-07-2023,1944.84,Kimaya Borde,"Kapoor, Keer and Jayaraman",In-Person,4891.0,Dharmavaram,INR,American Express,01-09-2032,2,194.102.214.249,Mobile,,,,,,,,0
16-11-2020,4420.33,Himmat Chaudhari,"Talwar, Salvi and Bala",In-Person,6526.0,Solapur,USD,Visa,01-02-2027,,162.63.137.91,Tablet,,,,,,,,0
28-04-2020,339.86,Sara Shere,Sen-Goswami,In-Person,6956.0,Mira-Bhayandar,USD,Visa,01-05-2029,2,213.229.65.236,Tablet,,,,,,,,0
09-10-2022,4163.29,Khushi Zachariah,Zacharia Ltd,In-Person,3549.0,Bhilwara,EUR,MasterCard,01-12-2025,2,199.43.63.172,Tablet,,,,,,,,0
05-02-2022,3860.0,Sara Bains,"Deshpande, Sahni and Bhakta",In-Person,7694.0,Nanded,USD,Visa,01-01-2030,1,210.47.233.125,Desktop,,,,,,,,0
29-04-2022,4118.94,Yasmin Dube,"Soni, Basak and Srinivasan",Online,4447.0,Mumbai,INR,Visa,01-07-2029,2,195.79.190.34,Tablet,,,,,,,,0
21-03-2023,1466.93,Dhanuk Warrior,Ravel Inc,Online,6625.0,Kanpur,USD,American Express,01-01-2024,,122.163.159.161,Tablet,,,,,,,,0
08-10-2023,1469.43,Shamik Chokshi,Bhargava-Arora,In-Person,4923.0,Kolhapur,EUR,Visa,01-08-2032,3 or more,177.11.26.184,Tablet,,,,,,,,0
05-07-2021,2015.48,Abram Mandal,"Acharya, Char and Rajan",In-Person,8763.0,Vadodara,EUR,American Express,01-11-2024,3 or more,133.210.92.132,Mobile,,,,,,,,0
05-09-2022,4008.75,Emir Garde,"Bal, Khalsa and Loyal",In-Person,4965.0,Bhiwani,INR,American Express,01-11-2032,2,115.189.200.122,Tablet,,,,,,,,0
11-07-2022,4562.07,Ivana Mand,Walia LLC,Online,7958.0,Surendranagar Dudhrej,INR,American Express,01-12-2026,3 or more,153.227.47.217,Tablet,,,,,,,,0
10-09-2022,213.3,Prerak Khanna,"Singhal, Jain and Mahal",Online,3194.0,Ongole,INR,Visa,01-11-2023,,223.162.73.121,Desktop,,,,,,,,0
17-02-2023,3240.1,Kaira Bahl,Bala PLC,Online,9870.0,Korba,USD,MasterCard,01-01-2032,,148.150.6.251,Tablet,,,,,,,,0
14-12-2020,2247.67,Saira Ravel,"Wali, Ghose and Dugal",Online,3945.0,Patiala,USD,MasterCard,01-10-2032,2,220.45.242.48,Tablet,,,,,,,,0
22-11-2021,4140.95,Saksham Bhasin,Kala-Johal,Online,5309.0,Tiruppur,INR,American Express,01-06-2031,2,130.252.245.253,Desktop,,,,,,,,0
14-10-2021,3371.38,Divij Sekhon,Date-Ganesan,Online,6319.0,Amritsar,EUR,MasterCard,01-03-2030,1,150.205.22.184,Mobile,,,,,,,,0
26-10-2022,3910.1,Seher Chada,Kalita Ltd,In-Person,8013.0,Sikar,INR,MasterCard,01-04-2031,3 or more,72.220.193.24,Tablet,,,,,,,,0
30-03-2023,1557.7,Shamik Wagle,"Raj, Kumar and Jaggi",In-Person,2322.0,Imphal,USD,MasterCard,01-07-2028,,220.149.45.237,Tablet,,,,,,,,0
04-10-2022,4856.13,Jayant Saini,"Banik, Sani and Krishnamurthy",In-Person,7214.0,Dhule,EUR,Visa,01-04-2024,,63.122.152.68,Desktop,,,,,,,,0
03-03-2020,434.53,Himmat Sura,Ravel-Bajwa,In-Person,9046.0,Madurai,USD,Visa,01-08-2026,1,201.227.162.92,Mobile,,,,,,,,0
09-01-2022,386.36,Abram Dasgupta,Dhillon PLC,Online,2837.0,Kurnool,EUR,Visa,01-12-2023,,209.68.120.93,Desktop,,,,,,,,0
22-01-2023,3469.69,Aarav Handa,Kumar Ltd,Online,6539.0,Ulhasnagar,INR,Visa,01-09-2028,1,66.47.250.88,Desktop,,,,,,,,0
04-11-2021,3472.64,Saanvi Dey,Buch Group,In-Person,1816.0,Munger,INR,Visa,01-08-2024,1,141.152.250.177,Tablet,,,,,,,,0
19-08-2023,2076.68,Aaryahi Dora,"Dube, Keer and Saxena",In-Person,6549.0,Sultan Pur Majra,USD,American Express,01-12-2026,1,178.168.91.69,Mobile,,,,,,,,0
09-08-2022,1780.45,Armaan Dutta,Tank Group,Online,5988.0,Pimpri-Chinchwad,EUR,American Express,01-11-2032,1,201.56.157.19,Tablet,,,,,,,,0
29-08-2020,4034.96,Shayak Kala,Bedi-Choudhary,In-Person,7096.0,Kurnool,EUR,Visa,01-11-2029,3 or more,69.148.76.198,Mobile,,,,,,,,0
01-06-2020,3705.92,Nishith Walia,Chaudhary-Goel,Online,6581.0,Pondicherry,EUR,Visa,01-11-2029,3 or more,175.207.174.110,Tablet,,,,,,,,0
11-10-2021,1896.74,Lavanya Dayal,Bawa LLC,In-Person,9892.0,Pudukkottai,INR,MasterCard,01-04-2028,3 or more,192.234.121.202,Desktop,,,,,,,,0
09-04-2020,897.86,Mahika Verma,Jhaveri-Ramesh,Online,1848.0,Vijayanagaram,INR,MasterCard,01-01-2025,2,139.87.165.59,Mobile,,,,,,,,0
30-09-2020,3955.06,Khushi Samra,"Rajagopalan, Upadhyay and Reddy",Online,4644.0,Kavali,USD,Visa,01-04-2030,1,184.133.19.237,Tablet,,,,,,,,0
22-05-2020,2755.36,Keya Mammen,Dasgupta-Balakrishnan,Online,5253.0,Bijapur,INR,Visa,01-10-2029,3 or more,202.170.14.86,Tablet,,,,,,,,0
28-03-2021,4584.73,Samaira Dora,Babu LLC,Online,7240.0,Serampore,EUR,Visa,01-09-2031,3 or more,11.133.155.94,Mobile,,,,,,,,0
19-09-2023,4155.78,Uthkarsh Soman,Goel PLC,Online,2778.0,Amroha,USD,American Express,01-09-2027,,31.137.4.36,Tablet,,,,,,,,0
01-05-2020,3833.05,Emir Dhawan,Lad-Gole,Online,7497.0,Jorhat,INR,MasterCard,01-05-2031,1,193.75.222.169,Tablet,,,,,,,,0
08-07-2023,4922.33,Aayush Bahri,"Batra, Gola and Dave",In-Person,1829.0,Tadipatri,INR,Visa,01-09-2025,3 or more,9.75.86.51,Tablet,,,,,,,,0
16-03-2022,3474.28,Vritika Bhasin,Rattan Inc,In-Person,6446.0,Kanpur,USD,Visa,01-06-2031,3 or more,163.148.69.182,Mobile,,,,,,,,0
26-12-2020,2196.18,Anika Ratta,"Sidhu, Srivastava and Kadakia",In-Person,7745.0,Thane,USD,MasterCard,01-09-2025,3 or more,14.9.227.153,Tablet,,,,,,,,0
10-04-2020,3923.83,Gokul Sama,"Bhatt, Rajagopalan and Shetty",Online,4774.0,Thoothukudi,USD,American Express,01-08-2026,3 or more,215.61.109.168,Tablet,,,,,,,,0
13-11-2020,496.71,Sana Bali,"Karnik, Tella and Kumar",Online,7402.0,Bhatpara,USD,MasterCard,01-02-2026,3 or more,165.199.156.136,Tablet,,,,,,,,0
27-06-2022,1384.24,Advik Kakar,Seth-Varty,Online,7309.0,Udaipur,INR,Visa,01-06-2032,2,70.98.30.12,Mobile,,,,,,,,0
17-11-2022,2595.7,Vardaniya Gala,"Date, Bose and Hari",Online,3735.0,Kota,INR,American Express,01-05-2028,1,140.137.193.86,Desktop,,,,,,,,0
23-07-2022,1213.86,Saksham Master,"Mand, Mann and Warrior",In-Person,1512.0,Kavali,USD,MasterCard,01-05-2031,3 or more,101.125.34.71,Desktop,,,,,,,,0
30-06-2021,1882.24,Vritika Barad,Kadakia Inc,Online,9850.0,Bongaigaon,INR,MasterCard,01-07-2024,,202.236.127.220,Desktop,,,,,,,,0
15-10-2021,1830.68,Aaina Gulati,Chand Ltd,Online,6503.0,Amritsar,USD,Visa,01-05-2033,3 or more,155.42.85.71,Mobile,,,,,,,,0
12-09-2020,435.76,Mohanlal Karan,Bobal-Sagar,In-Person,5062.0,Farrukhabad,USD,Visa,01-12-2023,,126.31.123.218,Desktop,,,,,,,,0
21-04-2020,2325.8,Priyansh Sharma,"Dave, Manne and Kala",Online,8878.0,Rajahmundry,EUR,American Express,01-09-2033,,178.154.145.133,Tablet,,,,,,,,0
